id,ts,kind,value,ok
18883,2024-01-23 11:04:31,signup,344.77,1
18884,2024-01-23 11:05:08,click,423.96,0
18885,2024-01-23 11:05:45,view,503.15,1
18886,2024-01-23 11:06:22,purchase,582.34,0
18887,2024-01-23 11:06:59,signup,661.53,1
18888,2024-01-23 11:07:36,click,740.72,0
18889,2024-01-23 11:08:13,view,819.91,1
18890,2024-01-23 11:08:50,purchase,899.1,0
18891,2024-01-23 11:09:27,signup,978.29,1
18892,2024-01-23 11:10:04,click,57.48,0
18893,2024-01-23 11:10:41,view,136.67,1
18894,2024-01-23 11:11:18,purchase,215.86,0
18895,2024-01-23 11:11:55,signup,295.05,1
18896,2024-01-23 11:12:32,click,374.24,0
18897,2024-01-23 11:13:09,view,453.43,1
18898,2024-01-23 11:13:46,purchase,532.62,0
18899,2024-01-23 11:14:23,signup,611.81,1
18900,2024-01-23 11:15:00,click,691,0
18901,2024-01-23 11:15:37,view,770.19,1
18902,2024-01-23 11:16:14,purchase,849.38,0
18903,2024-01-23 11:16:51,signup,928.57,1
18904,2024-01-23 11:17:28,click,7.76,0
18905,2024-01-23 11:18:05,view,86.95,1
18906,2024-01-23 11:18:42,purchase,166.14,0
18907,2024-01-23 11:19:19,signup,245.33,1
18908,2024-01-23 11:19:56,click,324.52,0
18909,2024-01-23 11:20:33,view,403.71,1
18910,2024-01-23 11:21:10,purchase,482.9,0
18911,2024-01-23 11:21:47,signup,562.09,1
18912,2024-01-23 11:22:24,click,641.28,0
18913,2024-01-23 11:23:01,view,720.47,1
18914,2024-01-23 11:23:38,purchase,799.66,0
18915,2024-01-23 11:24:15,signup,878.85,1
18916,2024-01-23 11:24:52,click,958.04,0
18917,2024-01-23 11:25:29,view,37.23,1
18918,2024-01-23 11:26:06,purchase,116.42,0
18919,2024-01-23 11:26:43,signup,195.61,1
18920,2024-01-23 11:27:20,click,274.8,0
18921,2024-01-23 11:27:57,view,353.99,1
18922,2024-01-23 11:28:34,purchase,433.18,0
18923,2024-01-23 11:29:11,signup,512.37,1
18924,2024-01-23 11:29:48,click,591.56,0
18925,2024-01-23 11:30:25,view,670.75,1
18926,2024-01-23 11:31:02,purchase,749.94,0
18927,2024-01-23 11:31:39,signup,829.13,1
18928,2024-01-23 11:32:16,click,908.32,0
18929,2024-01-23 11:32:53,view,987.51,1
18930,2024-01-23 11:33:30,purchase,66.7,0
18931,2024-01-23 11:34:07,signup,145.89,1
18932,2024-01-23 11:34:44,click,225.08,0
18933,2024-01-23 11:35:21,view,304.27,1
18934,2024-01-23 11:35:58,purchase,383.46,0
18935,2024-01-23 11:36:35,signup,462.65,1
18936,2024-01-23 11:37:12,click,541.84,0
18937,2024-01-23 11:37:49,view,621.03,1
18938,2024-01-23 11:38:26,purchase,700.22,0
18939,2024-01-23 11:39:03,signup,779.41,1
18940,2024-01-23 11:39:40,click,858.6,0
18941,2024-01-23 11:40:17,view,937.79,1
18942,2024-01-23 11:40:54,purchase,16.98,0
18943,2024-01-23 11:41:31,signup,96.17,1
18944,2024-01-23 11:42:08,click,175.36,0
18945,2024-01-23 11:42:45,view,254.55,1
18946,2024-01-23 11:43:22,purchase,333.74,0
18947,2024-01-23 11:43:59,signup,412.93,1
18948,2024-01-23 11:44:36,click,492.12,0
18949,2024-01-23 11:45:13,view,571.31,1
18950,2024-01-23 11:45:50,purchase,650.5,0
18951,2024-01-23 11:46:27,signup,729.69,1
18952,2024-01-23 11:47:04,click,808.88,0
18953,2024-01-23 11:47:41,view,888.07,1
18954,2024-01-23 11:48:18,purchase,967.26,0
18955,2024-01-23 11:48:55,signup,46.45,1
18956,2024-01-23 11:49:32,click,125.64,0
18957,2024-01-23 11:50:09,view,204.83,1
18958,2024-01-23 11:50:46,purchase,284.02,0
18959,2024-01-23 11:51:23,signup,363.21,1
18960,2024-01-23 11:52:00,click,442.4,0
18961,2024-01-23 11:52:37,view,521.59,1
18962,2024-01-23 11:53:14,purchase,600.78,0
18963,2024-01-23 11:53:51,signup,679.97,1
18964,2024-01-23 11:54:28,click,759.16,0
18965,2024-01-23 11:55:05,view,838.35,1
18966,2024-01-23 11:55:42,purchase,917.54,0
18967,2024-01-23 11:56:19,signup,996.73,1
18968,2024-01-23 11:56:56,click,75.92,0
18969,2024-01-23 11:57:33,view,155.11,1
18970,2024-01-23 11:58:10,purchase,234.3,0
18971,2024-01-23 11:58:47,signup,313.49,1
18972,2024-01-23 11:59:24,click,392.68,0
18973,2024-01-23 12:00:01,view,471.87,1
18974,2024-01-23 12:00:38,purchase,551.06,0
18975,2024-01-23 12:01:15,signup,630.25,1
18976,2024-01-23 12:01:52,click,709.44,0
18977,2024-01-23 12:02:29,view,788.63,1
18978,2024-01-23 12:03:06,purchase,867.82,0
18979,2024-01-23 12:03:43,signup,947.01,1
18980,2024-01-23 12:04:20,click,26.2,0
18981,2024-01-23 12:04:57,view,105.39,1
18982,2024-01-23 12:05:34,purchase,184.58,0
18983,2024-01-23 12:06:11,signup,263.77,1
18984,2024-01-23 12:06:48,click,342.96,0
18985,2024-01-23 12:07:25,view,422.15,1
18986,2024-01-23 12:08:02,purchase,501.34,0
18987,2024-01-23 12:08:39,signup,580.53,1
18988,2024-01-23 12:09:16,click,659.72,0
18989,2024-01-23 12:09:53,view,738.91,1
18990,2024-01-23 12:10:30,purchase,818.1,0
18991,2024-01-23 12:11:07,signup,897.29,1
18992,2024-01-23 12:11:44,click,976.48,0
18993,2024-01-23 12:12:21,view,55.67,1
18994,2024-01-23 12:12:58,purchase,134.86,0
18995,2024-01-23 12:13:35,signup,214.05,1
18996,2024-01-23 12:14:12,click,293.24,0
18997,2024-01-23 12:14:49,view,372.43,1
18998,2024-01-23 12:15:26,purchase,451.62,0
18999,2024-01-23 12:16:03,signup,530.81,1
19000,2024-01-23 12:16:40,click,610,0
19001,2024-01-23 12:17:17,view,689.19,1
19002,2024-01-23 12:17:54,purchase,768.38,0
19003,2024-01-23 12:18:31,signup,847.57,1
19004,2024-01-23 12:19:08,click,926.76,0
19005,2024-01-23 12:19:45,view,5.95,1
19006,2024-01-23 12:20:22,purchase,85.14,0
19007,2024-01-23 12:20:59,signup,164.33,1
19008,2024-01-23 12:21:36,click,243.52,0
19009,2024-01-23 12:22:13,view,322.71,1
19010,2024-01-23 12:22:50,purchase,401.9,0
19011,2024-01-23 12:23:27,signup,481.09,1
19012,2024-01-23 12:24:04,click,560.28,0
19013,2024-01-23 12:24:41,view,639.47,1
19014,2024-01-23 12:25:18,purchase,718.66,0
19015,2024-01-23 12:25:55,signup,797.85,1
19016,2024-01-23 12:26:32,click,877.04,0
19017,2024-01-23 12:27:09,view,956.23,1
19018,2024-01-23 12:27:46,purchase,35.42,0
19019,2024-01-23 12:28:23,signup,114.61,1
19020,2024-01-23 12:29:00,click,193.8,0
19021,2024-01-23 12:29:37,view,272.99,1
19022,2024-01-23 12:30:14,purchase,352.18,0
19023,2024-01-23 12:30:51,signup,431.37,1
19024,2024-01-23 12:31:28,click,510.56,0
19025,2024-01-23 12:32:05,view,589.75,1
19026,2024-01-23 12:32:42,purchase,668.94,0
19027,2024-01-23 12:33:19,signup,748.13,1
19028,2024-01-23 12:33:56,click,827.32,0
19029,2024-01-23 12:34:33,view,906.51,1
19030,2024-01-23 12:35:10,purchase,985.7,0
19031,2024-01-23 12:35:47,signup,64.89,1
19032,2024-01-23 12:36:24,click,144.08,0
19033,2024-01-23 12:37:01,view,223.27,1
19034,2024-01-23 12:37:38,purchase,302.46,0
19035,2024-01-23 12:38:15,signup,381.65,1
19036,2024-01-23 12:38:52,click,460.84,0
19037,2024-01-23 12:39:29,view,540.03,1
19038,2024-01-23 12:40:06,purchase,619.22,0
19039,2024-01-23 12:40:43,signup,698.41,1
19040,2024-01-23 12:41:20,click,777.6,0
19041,2024-01-23 12:41:57,view,856.79,1
19042,2024-01-23 12:42:34,purchase,935.98,0
19043,2024-01-23 12:43:11,signup,15.17,1
19044,2024-01-23 12:43:48,click,94.36,0
19045,2024-01-23 12:44:25,view,173.55,1
19046,2024-01-23 12:45:02,purchase,252.74,0
19047,2024-01-23 12:45:39,signup,331.93,1
19048,2024-01-23 12:46:16,click,411.12,0
19049,2024-01-23 12:46:53,view,490.31,1
19050,2024-01-23 12:47:30,purchase,569.5,0
19051,2024-01-23 12:48:07,signup,648.69,1
19052,2024-01-23 12:48:44,click,727.88,0
19053,2024-01-23 12:49:21,view,807.07,1
19054,2024-01-23 12:49:58,purchase,886.26,0
19055,2024-01-23 12:50:35,signup,965.45,1
19056,2024-01-23 12:51:12,click,44.64,0
19057,2024-01-23 12:51:49,view,123.83,1
19058,2024-01-23 12:52:26,purchase,203.02,0
19059,2024-01-23 12:53:03,signup,282.21,1
19060,2024-01-23 12:53:40,click,361.4,0
19061,2024-01-23 12:54:17,view,440.59,1
19062,2024-01-23 12:54:54,purchase,519.78,0
19063,2024-01-23 12:55:31,signup,598.97,1
19064,2024-01-23 12:56:08,click,678.16,0
19065,2024-01-23 12:56:45,view,757.35,1
19066,2024-01-23 12:57:22,purchase,836.54,0
19067,2024-01-23 12:57:59,signup,915.73,1
19068,2024-01-23 12:58:36,click,994.92,0
19069,2024-01-23 12:59:13,view,74.11,1
19070,2024-01-23 12:59:50,purchase,153.3,0
19071,2024-01-23 13:00:27,signup,232.49,1
19072,2024-01-23 13:01:04,click,311.68,0
19073,2024-01-23 13:01:41,view,390.87,1
19074,2024-01-23 13:02:18,purchase,470.06,0
19075,2024-01-23 13:02:55,signup,549.25,1
19076,2024-01-23 13:03:32,click,628.44,0
19077,2024-01-23 13:04:09,view,707.63,1
19078,2024-01-23 13:04:46,purchase,786.82,0
19079,2024-01-23 13:05:23,signup,866.01,1
19080,2024-01-23 13:06:00,click,945.2,0
19081,2024-01-23 13:06:37,view,24.39,1
19082,2024-01-23 13:07:14,purchase,103.58,0
19083,2024-01-23 13:07:51,signup,182.77,1
19084,2024-01-23 13:08:28,click,261.96,0
19085,2024-01-23 13:09:05,view,341.15,1
19086,2024-01-23 13:09:42,purchase,420.34,0
19087,2024-01-23 13:10:19,signup,499.53,1
19088,2024-01-23 13:10:56,click,578.72,0
19089,2024-01-23 13:11:33,view,657.91,1
19090,2024-01-23 13:12:10,purchase,737.1,0
19091,2024-01-23 13:12:47,signup,816.29,1
19092,2024-01-23 13:13:24,click,895.48,0
19093,2024-01-23 13:14:01,view,974.67,1
19094,2024-01-23 13:14:38,purchase,53.86,0
19095,2024-01-23 13:15:15,signup,133.05,1
19096,2024-01-23 13:15:52,click,212.24,0
19097,2024-01-23 13:16:29,view,291.43,1
19098,2024-01-23 13:17:06,purchase,370.62,0
19099,2024-01-23 13:17:43,signup,449.81,1
19100,2024-01-23 13:18:20,click,529,0
19101,2024-01-23 13:18:57,view,608.19,1
19102,2024-01-23 13:19:34,purchase,687.38,0
19103,2024-01-23 13:20:11,signup,766.57,1
19104,2024-01-23 13:20:48,click,845.76,0
19105,2024-01-23 13:21:25,view,924.95,1
19106,2024-01-23 13:22:02,purchase,4.14,0
19107,2024-01-23 13:22:39,signup,83.33,1
19108,2024-01-23 13:23:16,click,162.52,0
19109,2024-01-23 13:23:53,view,241.71,1
19110,2024-01-23 13:24:30,purchase,320.9,0
19111,2024-01-23 13:25:07,signup,400.09,1
19112,2024-01-23 13:25:44,click,479.28,0
19113,2024-01-23 13:26:21,view,558.47,1
19114,2024-01-23 13:26:58,purchase,637.66,0
19115,2024-01-23 13:27:35,signup,716.85,1
19116,2024-01-23 13:28:12,click,796.04,0
19117,2024-01-23 13:28:49,view,875.23,1
19118,2024-01-23 13:29:26,purchase,954.42,0
19119,2024-01-23 13:30:03,signup,33.61,1
19120,2024-01-23 13:30:40,click,112.8,0
19121,2024-01-23 13:31:17,view,191.99,1
19122,2024-01-23 13:31:54,purchase,271.18,0
19123,2024-01-23 13:32:31,signup,350.37,1
19124,2024-01-23 13:33:08,click,429.56,0
19125,2024-01-23 13:33:45,view,508.75,1
19126,2024-01-23 13:34:22,purchase,587.94,0
19127,2024-01-23 13:34:59,signup,667.13,1
19128,2024-01-23 13:35:36,click,746.32,0
19129,2024-01-23 13:36:13,view,825.51,1
19130,2024-01-23 13:36:50,purchase,904.7,0
19131,2024-01-23 13:37:27,signup,983.89,1
19132,2024-01-23 13:38:04,click,63.08,0
19133,2024-01-23 13:38:41,view,142.27,1
19134,2024-01-23 13:39:18,purchase,221.46,0
19135,2024-01-23 13:39:55,signup,300.65,1
19136,2024-01-23 13:40:32,click,379.84,0
19137,2024-01-23 13:41:09,view,459.03,1
19138,2024-01-23 13:41:46,purchase,538.22,0
19139,2024-01-23 13:42:23,signup,617.41,1
19140,2024-01-23 13:43:00,click,696.6,0
19141,2024-01-23 13:43:37,view,775.79,1
19142,2024-01-23 13:44:14,purchase,854.98,0
19143,2024-01-23 13:44:51,signup,934.17,1
19144,2024-01-23 13:45:28,click,13.36,0
19145,2024-01-23 13:46:05,view,92.55,1
19146,2024-01-23 13:46:42,purchase,171.74,0
19147,2024-01-23 13:47:19,signup,250.93,1
19148,2024-01-23 13:47:56,click,330.12,0
19149,2024-01-23 13:48:33,view,409.31,1
19150,2024-01-23 13:49:10,purchase,488.5,0
19151,2024-01-23 13:49:47,signup,567.69,1
19152,2024-01-23 13:50:24,click,646.88,0
19153,2024-01-23 13:51:01,view,726.07,1
19154,2024-01-23 13:51:38,purchase,805.26,0
19155,2024-01-23 13:52:15,signup,884.45,1
19156,2024-01-23 13:52:52,click,963.64,0
19157,2024-01-23 13:53:29,view,42.83,1
19158,2024-01-23 13:54:06,purchase,122.02,0
19159,2024-01-23 13:54:43,signup,201.21,1
19160,2024-01-23 13:55:20,click,280.4,0
19161,2024-01-23 13:55:57,view,359.59,1
19162,2024-01-23 13:56:34,purchase,438.78,0
19163,2024-01-23 13:57:11,signup,517.97,1
19164,2024-01-23 13:57:48,click,597.16,0
19165,2024-01-23 13:58:25,view,676.35,1
19166,2024-01-23 13:59:02,purchase,755.54,0
19167,2024-01-23 13:59:39,signup,834.73,1
19168,2024-01-23 14:00:16,click,913.92,0
19169,2024-01-23 14:00:53,view,993.11,1
19170,2024-01-23 14:01:30,purchase,72.3,0
19171,2024-01-23 14:02:07,signup,151.49,1
19172,2024-01-23 14:02:44,click,230.68,0
19173,2024-01-23 14:03:21,view,309.87,1
19174,2024-01-23 14:03:58,purchase,389.06,0
19175,2024-01-23 14:04:35,signup,468.25,1
19176,2024-01-23 14:05:12,click,547.44,0
19177,2024-01-23 14:05:49,view,626.63,1
19178,2024-01-23 14:06:26,purchase,705.82,0
19179,2024-01-23 14:07:03,signup,785.01,1
19180,2024-01-23 14:07:40,click,864.2,0
19181,2024-01-23 14:08:17,view,943.39,1
19182,2024-01-23 14:08:54,purchase,22.58,0
19183,2024-01-23 14:09:31,signup,101.77,1
19184,2024-01-23 14:10:08,click,180.96,0
19185,2024-01-23 14:10:45,view,260.15,1
19186,2024-01-23 14:11:22,purchase,339.34,0
19187,2024-01-23 14:11:59,signup,418.53,1
19188,2024-01-23 14:12:36,click,497.72,0
19189,2024-01-23 14:13:13,view,576.91,1
19190,2024-01-23 14:13:50,purchase,656.1,0
19191,2024-01-23 14:14:27,signup,735.29,1
19192,2024-01-23 14:15:04,click,814.48,0
19193,2024-01-23 14:15:41,view,893.67,1
19194,2024-01-23 14:16:18,purchase,972.86,0
19195,2024-01-23 14:16:55,signup,52.05,1
19196,2024-01-23 14:17:32,click,131.24,0
19197,2024-01-23 14:18:09,view,210.43,1
19198,2024-01-23 14:18:46,purchase,289.62,0
19199,2024-01-23 14:19:23,signup,368.81,1
19200,2024-01-23 14:20:00,click,448,0
19201,2024-01-23 14:20:37,view,527.19,1
19202,2024-01-23 14:21:14,purchase,606.38,0
19203,2024-01-23 14:21:51,signup,685.57,1
19204,2024-01-23 14:22:28,click,764.76,0
19205,2024-01-23 14:23:05,view,843.95,1
19206,2024-01-23 14:23:42,purchase,923.14,0
19207,2024-01-23 14:24:19,signup,2.33,1
19208,2024-01-23 14:24:56,click,81.52,0
19209,2024-01-23 14:25:33,view,160.71,1
19210,2024-01-23 14:26:10,purchase,239.9,0
19211,2024-01-23 14:26:47,signup,319.09,1
19212,2024-01-23 14:27:24,click,398.28,0
19213,2024-01-23 14:28:01,view,477.47,1
19214,2024-01-23 14:28:38,purchase,556.66,0
19215,2024-01-23 14:29:15,signup,635.85,1
19216,2024-01-23 14:29:52,click,715.04,0
19217,2024-01-23 14:30:29,view,794.23,1
19218,2024-01-23 14:31:06,purchase,873.42,0
19219,2024-01-23 14:31:43,signup,952.61,1
19220,2024-01-23 14:32:20,click,31.8,0
19221,2024-01-23 14:32:57,view,110.99,1
19222,2024-01-23 14:33:34,purchase,190.18,0
19223,2024-01-23 14:34:11,signup,269.37,1
19224,2024-01-23 14:34:48,click,348.56,0
19225,2024-01-23 14:35:25,view,427.75,1
19226,2024-01-23 14:36:02,purchase,506.94,0
19227,2024-01-23 14:36:39,signup,586.13,1
19228,2024-01-23 14:37:16,click,665.32,0
19229,2024-01-23 14:37:53,view,744.51,1
19230,2024-01-23 14:38:30,purchase,823.7,0
19231,2024-01-23 14:39:07,signup,902.89,1
19232,2024-01-23 14:39:44,click,982.08,0
19233,2024-01-23 14:40:21,view,61.27,1
19234,2024-01-23 14:40:58,purchase,140.46,0
19235,2024-01-23 14:41:35,signup,219.65,1
19236,2024-01-23 14:42:12,click,298.84,0
19237,2024-01-23 14:42:49,view,378.03,1
19238,2024-01-23 14:43:26,purchase,457.22,0
19239,2024-01-23 14:44:03,signup,536.41,1
19240,2024-01-23 14:44:40,click,615.6,0
19241,2024-01-23 14:45:17,view,694.79,1
19242,2024-01-23 14:45:54,purchase,773.98,0
19243,2024-01-23 14:46:31,signup,853.17,1
19244,2024-01-23 14:47:08,click,932.36,0
19245,2024-01-23 14:47:45,view,11.55,1
19246,2024-01-23 14:48:22,purchase,90.74,0
19247,2024-01-23 14:48:59,signup,169.93,1
19248,2024-01-23 14:49:36,click,249.12,0
19249,2024-01-23 14:50:13,view,328.31,1
19250,2024-01-23 14:50:50,purchase,407.5,0
19251,2024-01-23 14:51:27,signup,486.69,1
19252,2024-01-23 14:52:04,click,565.88,0
19253,2024-01-23 14:52:41,view,645.07,1
19254,2024-01-23 14:53:18,purchase,724.26,0
19255,2024-01-23 14:53:55,signup,803.45,1
19256,2024-01-23 14:54:32,click,882.64,0
19257,2024-01-23 14:55:09,view,961.83,1
19258,2024-01-23 14:55:46,purchase,41.02,0
19259,2024-01-23 14:56:23,signup,120.21,1
19260,2024-01-23 14:57:00,click,199.4,0
19261,2024-01-23 14:57:37,view,278.59,1
19262,2024-01-23 14:58:14,purchase,357.78,0
19263,2024-01-23 14:58:51,signup,436.97,1
19264,2024-01-23 14:59:28,click,516.16,0
19265,2024-01-23 15:00:05,view,595.35,1
19266,2024-01-23 15:00:42,purchase,674.54,0
19267,2024-01-23 15:01:19,signup,753.73,1
19268,2024-01-23 15:01:56,click,832.92,0
19269,2024-01-23 15:02:33,view,912.11,1
19270,2024-01-23 15:03:10,purchase,991.3,0
19271,2024-01-23 15:03:47,signup,70.49,1
19272,2024-01-23 15:04:24,click,149.68,0
19273,2024-01-23 15:05:01,view,228.87,1
19274,2024-01-23 15:05:38,purchase,308.06,0
19275,2024-01-23 15:06:15,signup,387.25,1
19276,2024-01-23 15:06:52,click,466.44,0
19277,2024-01-23 15:07:29,view,545.63,1
19278,2024-01-23 15:08:06,purchase,624.82,0
19279,2024-01-23 15:08:43,signup,704.01,1
19280,2024-01-23 15:09:20,click,783.2,0
19281,2024-01-23 15:09:57,view,862.39,1
19282,2024-01-23 15:10:34,purchase,941.58,0
19283,2024-01-23 15:11:11,signup,20.77,1
19284,2024-01-23 15:11:48,click,99.96,0
19285,2024-01-23 15:12:25,view,179.15,1
19286,2024-01-23 15:13:02,purchase,258.34,0
19287,2024-01-23 15:13:39,signup,337.53,1
19288,2024-01-23 15:14:16,click,416.72,0
19289,2024-01-23 15:14:53,view,495.91,1
19290,2024-01-23 15:15:30,purchase,575.1,0
19291,2024-01-23 15:16:07,signup,654.29,1
19292,2024-01-23 15:16:44,click,733.48,0
19293,2024-01-23 15:17:21,view,812.67,1
19294,2024-01-23 15:17:58,purchase,891.86,0
19295,2024-01-23 15:18:35,signup,971.05,1
19296,2024-01-23 15:19:12,click,50.24,0
19297,2024-01-23 15:19:49,view,129.43,1
19298,2024-01-23 15:20:26,purchase,208.62,0
19299,2024-01-23 15:21:03,signup,287.81,1
19300,2024-01-23 15:21:40,click,367,0
19301,2024-01-23 15:22:17,view,446.19,1
19302,2024-01-23 15:22:54,purchase,525.38,0
19303,2024-01-23 15:23:31,signup,604.57,1
19304,2024-01-23 15:24:08,click,683.76,0
19305,2024-01-23 15:24:45,view,762.95,1
19306,2024-01-23 15:25:22,purchase,842.14,0
19307,2024-01-23 15:25:59,signup,921.33,1
19308,2024-01-23 15:26:36,click,0.52,0
19309,2024-01-23 15:27:13,view,79.71,1
19310,2024-01-23 15:27:50,purchase,158.9,0
19311,2024-01-23 15:28:27,signup,238.09,1
19312,2024-01-23 15:29:04,click,317.28,0
19313,2024-01-23 15:29:41,view,396.47,1
19314,2024-01-23 15:30:18,purchase,475.66,0
19315,2024-01-23 15:30:55,signup,554.85,1
19316,2024-01-23 15:31:32,click,634.04,0
19317,2024-01-23 15:32:09,view,713.23,1
19318,2024-01-23 15:32:46,purchase,792.42,0
19319,2024-01-23 15:33:23,signup,871.61,1
19320,2024-01-23 15:34:00,click,950.8,0
19321,2024-01-23 15:34:37,view,29.99,1
19322,2024-01-23 15:35:14,purchase,109.18,0
19323,2024-01-23 15:35:51,signup,188.37,1
19324,2024-01-23 15:36:28,click,267.56,0
19325,2024-01-23 15:37:05,view,346.75,1
19326,2024-01-23 15:37:42,purchase,425.94,0
19327,2024-01-23 15:38:19,signup,505.13,1
19328,2024-01-23 15:38:56,click,584.32,0
19329,2024-01-23 15:39:33,view,663.51,1
19330,2024-01-23 15:40:10,purchase,742.7,0
19331,2024-01-23 15:40:47,signup,821.89,1
19332,2024-01-23 15:41:24,click,901.08,0
19333,2024-01-23 15:42:01,view,980.27,1
19334,2024-01-23 15:42:38,purchase,59.46,0
19335,2024-01-23 15:43:15,signup,138.65,1
19336,2024-01-23 15:43:52,click,217.84,0
19337,2024-01-23 15:44:29,view,297.03,1
19338,2024-01-23 15:45:06,purchase,376.22,0
19339,2024-01-23 15:45:43,signup,455.41,1
19340,2024-01-23 15:46:20,click,534.6,0
19341,2024-01-23 15:46:57,view,613.79,1
19342,2024-01-23 15:47:34,purchase,692.98,0
19343,2024-01-23 15:48:11,signup,772.17,1
19344,2024-01-23 15:48:48,click,851.36,0
19345,2024-01-23 15:49:25,view,930.55,1
19346,2024-01-23 15:50:02,purchase,9.74,0
19347,2024-01-23 15:50:39,signup,88.93,1
19348,2024-01-23 15:51:16,click,168.12,0
19349,2024-01-23 15:51:53,view,247.31,1
19350,2024-01-23 15:52:30,purchase,326.5,0
19351,2024-01-23 15:53:07,signup,405.69,1
19352,2024-01-23 15:53:44,click,484.88,0
19353,2024-01-23 15:54:21,view,564.07,1
19354,2024-01-23 15:54:58,purchase,643.26,0
19355,2024-01-23 15:55:35,signup,722.45,1
19356,2024-01-23 15:56:12,click,801.64,0
19357,2024-01-23 15:56:49,view,880.83,1
19358,2024-01-23 15:57:26,purchase,960.02,0
19359,2024-01-23 15:58:03,signup,39.21,1
19360,2024-01-23 15:58:40,click,118.4,0
19361,2024-01-23 15:59:17,view,197.59,1
19362,2024-01-23 15:59:54,purchase,276.78,0
19363,2024-01-23 16:00:31,signup,355.97,1
19364,2024-01-23 16:01:08,click,435.16,0
19365,2024-01-23 16:01:45,view,514.35,1
19366,2024-01-23 16:02:22,purchase,593.54,0
19367,2024-01-23 16:02:59,signup,672.73,1
19368,2024-01-23 16:03:36,click,751.92,0
19369,2024-01-23 16:04:13,view,831.11,1
19370,2024-01-23 16:04:50,purchase,910.3,0
19371,2024-01-23 16:05:27,signup,989.49,1
19372,2024-01-23 16:06:04,click,68.68,0
19373,2024-01-23 16:06:41,view,147.87,1
19374,2024-01-23 16:07:18,purchase,227.06,0
19375,2024-01-23 16:07:55,signup,306.25,1
19376,2024-01-23 16:08:32,click,385.44,0
19377,2024-01-23 16:09:09,view,464.63,1
19378,2024-01-23 16:09:46,purchase,543.82,0
19379,2024-01-23 16:10:23,signup,623.01,1
19380,2024-01-23 16:11:00,click,702.2,0
19381,2024-01-23 16:11:37,view,781.39,1
19382,2024-01-23 16:12:14,purchase,860.58,0
19383,2024-01-23 16:12:51,signup,939.77,1
19384,2024-01-23 16:13:28,click,18.96,0
19385,2024-01-23 16:14:05,view,98.15,1
19386,2024-01-23 16:14:42,purchase,177.34,0
19387,2024-01-23 16:15:19,signup,256.53,1
19388,2024-01-23 16:15:56,click,335.72,0
19389,2024-01-23 16:16:33,view,414.91,1
19390,2024-01-23 16:17:10,purchase,494.1,0
19391,2024-01-23 16:17:47,signup,573.29,1
19392,2024-01-23 16:18:24,click,652.48,0
19393,2024-01-23 16:19:01,view,731.67,1
19394,2024-01-23 16:19:38,purchase,810.86,0
19395,2024-01-23 16:20:15,signup,890.05,1
19396,2024-01-23 16:20:52,click,969.24,0
19397,2024-01-23 16:21:29,view,48.43,1
19398,2024-01-23 16:22:06,purchase,127.62,0
19399,2024-01-23 16:22:43,signup,206.81,1
19400,2024-01-23 16:23:20,click,286,0
19401,2024-01-23 16:23:57,view,365.19,1
19402,2024-01-23 16:24:34,purchase,444.38,0
19403,2024-01-23 16:25:11,signup,523.57,1
19404,2024-01-23 16:25:48,click,602.76,0
19405,2024-01-23 16:26:25,view,681.95,1
19406,2024-01-23 16:27:02,purchase,761.14,0
19407,2024-01-23 16:27:39,signup,840.33,1
19408,2024-01-23 16:28:16,click,919.52,0
19409,2024-01-23 16:28:53,view,998.71,1
19410,2024-01-23 16:29:30,purchase,77.9,0
19411,2024-01-23 16:30:07,signup,157.09,1
19412,2024-01-23 16:30:44,click,236.28,0
19413,2024-01-23 16:31:21,view,315.47,1
19414,2024-01-23 16:31:58,purchase,394.66,0
19415,2024-01-23 16:32:35,signup,473.85,1
19416,2024-01-23 16:33:12,click,553.04,0
19417,2024-01-23 16:33:49,view,632.23,1
19418,2024-01-23 16:34:26,purchase,711.42,0
19419,2024-01-23 16:35:03,signup,790.61,1
19420,2024-01-23 16:35:40,click,869.8,0
19421,2024-01-23 16:36:17,view,948.99,1
19422,2024-01-23 16:36:54,purchase,28.18,0
19423,2024-01-23 16:37:31,signup,107.37,1
19424,2024-01-23 16:38:08,click,186.56,0
19425,2024-01-23 16:38:45,view,265.75,1
19426,2024-01-23 16:39:22,purchase,344.94,0
19427,2024-01-23 16:39:59,signup,424.13,1
19428,2024-01-23 16:40:36,click,503.32,0
19429,2024-01-23 16:41:13,view,582.51,1
19430,2024-01-23 16:41:50,purchase,661.7,0
19431,2024-01-23 16:42:27,signup,740.89,1
19432,2024-01-23 16:43:04,click,820.08,0
19433,2024-01-23 16:43:41,view,899.27,1
19434,2024-01-23 16:44:18,purchase,978.46,0
19435,2024-01-23 16:44:55,signup,57.65,1
19436,2024-01-23 16:45:32,click,136.84,0
19437,2024-01-23 16:46:09,view,216.03,1
19438,2024-01-23 16:46:46,purchase,295.22,0
19439,2024-01-23 16:47:23,signup,374.41,1
19440,2024-01-23 16:48:00,click,453.6,0
19441,2024-01-23 16:48:37,view,532.79,1
19442,2024-01-23 16:49:14,purchase,611.98,0
19443,2024-01-23 16:49:51,signup,691.17,1
19444,2024-01-23 16:50:28,click,770.36,0
19445,2024-01-23 16:51:05,view,849.55,1
19446,2024-01-23 16:51:42,purchase,928.74,0
19447,2024-01-23 16:52:19,signup,7.93,1
